s.ONp1021,5000.0,50942.0,20.3768,5000.0,0.0,4812.0,23924.0,4.7848,0.9624,3.9642020404080816,5.071564652717854E-5,0.16640313089767547,0.2672501874815255,LABELS,0.376621,0.639831592435,0.0890148333,1.105467425735,0.932511,0.958783890903,0.9391838806,2.830478771503,0.0
s.ONp1022,5000.0,50272.0,20.1088,5000.0,0.0,4790.0,22891.0,4.5782,0.958,3.9976268853770756,5.0289398876375755E-5,0.16779756683387861,0.2639388143541953,LABELS,0.40508,0.660649475886,0.058876899,1.124606374886,0.930475,0.955188341797,0.9364951144,2.822158456197,0.0
s.ONp1031,5000.0,50372.0,20.1488,5000.0,0.0,4667.0,21468.0,4.2936,0.9334,3.954609321864373,5.0838869681080945E-5,0.1546867907126439,0.25503382494332877,LABELS,0.302515,0.579494132062,0.0410622833,0.9230714153619999,0.871863,0.92428883812,0.8725033907,2.66865522882,0.0
s.ONp1032,5000.0,50354.0,20.1416,5000.0,0.0,4655.0,21478.0,4.2956,0.931,3.959649769953991,5.0762647626676495E-5,0.15556290575303175,0.2510177934667595,LABELS,0.299782,0.566942608818,0.0284776968,0.895202305618,0.876489,0.923265190123,0.8840871585,2.683841348623,0.0
s.ONp1041,5000.0,50950.0,20.38,5000.0,0.0,4605.0,21838.0,4.3676,0.921,3.9291652730546107,5.117687260733243E-5,0.15384362495538315,0.2512120629403442,LABELS,0.242187,0.499720053623,0.0207041403,0.762611193923,0.833862,0.894586947144,0.8378805231,2.566329470244,0.0
s.ONp1042,5000.0,49838.0,19.9352,5000.0,0.0,4590.0,20574.0,4.1148,0.918,3.9654374874974994,5.0694562422326836E-5,0.15380321700452274,0.25076181414570103,LABELS,0.246001,0.529953183161,0.017942889,0.793897072161,0.825695,0.891349725102,0.8222614352,2.539306160302,0.0
s.ONp1051,5000.0,49358.0,19.7432,5000.0,0.0,4535.0,19007.0,3.8014,0.907,3.9575731146229245,5.0798653749001796E-5,0.1449698726260392,0.24376910327316714,LABELS,0.16366,0.445996879318,0.0143657807,0.624022660018,0.777341,0.853918721439,0.7787312426,2.4099909640390003,0.0
s.ONp1052,5000.0,49794.0,19.9176,5000.0,0.0,4535.0,19509.0,3.9018,0.907,3.935407881576315,5.110502535274142E-5,0.1431362958252831,0.24564708529502258,LABELS,0.152854,0.431076834458,0.008051915,0.591982749458,0.771868,0.84220017738,0.7698964533,2.38396463068,0.0
s.ONp1061,5000.0,49384.0,19.7536,5000.0,0.0,4502.0,18463.0,3.6926,0.9004,3.937249049809962,5.106787086794785E-5,0.14014655054627526,0.2496200458300682,LABELS,0.129683,0.424073355319,0.0108947507,0.564651106019,0.759752,0.848020666503,0.753588706,2.361361372503,0.0
s.ONp1062,5000.0,49742.0,19.8968,5000.0,0.0,4537.0,18897.0,3.7794,0.9074,3.9370450890178037,5.1069881048423415E-5,0.14283914565102915,0.25516606018351035,LABELS,0.085365,0.36475993241,0.0109416019,0.46106653431,0.748125,0.834237362921,0.7432582783,2.325620641221,0.0
s.ONp1071,5000.0,49286.0,19.7144,5000.0,0.0,4552.0,18468.0,3.6936,0.9104,3.933240648129626,5.112623306539002E-5,0.1400119784993518,0.25579243969498255,LABELS,0.133828,0.448843591244,0.0061763326,0.588847923844,0.738537,0.828985868431,0.7277638688,2.2952867372309997,0.0
s.ONp1072,5000.0,50358.0,20.1432,5000.0,0.0,4547.0,19374.0,3.8748,0.9094,3.909453650730146,5.144106078431789E-5,0.14186374031920684,0.2566587048317724,LABELS,0.116367,0.429882359442,0.010201994,0.5564513534419999,0.731896,0.826658984906,0.7239097529,2.282464737806,0.0
s.ONp1081,5000.0,50518.0,20.2072,5000.0,0.0,4555.0,18420.0,3.684,0.911,3.8865829965993197,5.1750891058235746E-5,0.1329912686876077,0.2587034321907477,LABELS,0.0868891,0.387801824266,0.0078826835,0.482573607766,0.704343,0.798549644936,0.6932490401,2.1961416850360003,0.0
s.ONp1082,5000.0,50276.0,20.1104,5000.0,0.0,4551.0,18410.0,3.682,0.9102,3.902849449889978,5.152209698480168E-5,0.13669540165875899,0.25568897944531904,LABELS,0.0992668,0.433292379687,0.0059377786,0.5384969582870001,0.701518,0.801539077965,0.6987482995,2.201805377465,0.0
b.ONp1021,5000.0,49808.0,19.9232,5000.0,0.0,4228.0,15407.0,3.0814,0.8456,3.931885897179436,5.110004879521427E-5,0.11284286080492181,0.167120080788025,LABELS,0.0622422,0.21964066642,0.005198074,0.28708094042,0.932345,0.966566956307,0.9411723083,2.840084264607,0.0
b.ONp1022,5000.0,50478.0,20.1912,5000.0,0.0,4226.0,15536.0,3.1072,0.8452,3.9085353870774155,5.140263516400416E-5,0.11041069994527791,0.1650648797295212,LABELS,0.0714719,0.257648432719,0.0081403556,0.337260688319,0.930537,0.968518734173,0.9376368761,2.836692610273,0.0
b.ONp1031,5000.0,50656.0,20.2624,5000.0,0.0,4171.0,15141.0,3.0282,0.8342,3.895082616523305,5.157878296414416E-5,0.10793951794001697,0.15649011742617336,LABELS,0.0360633,0.213645391598,0.0051270438,0.254835735398,0.854377,0.925205404591,0.8619760351,2.641558439691,0.0
b.ONp1032,5000.0,51004.0,20.4016,5000.0,0.0,4325.0,16927.0,3.3854,0.865,3.8883455891178236,5.167037653032221E-5,0.1183976759259691,0.18081374492712915,LABELS,0.103415,0.312222891287,0.0071534333,0.422791324587,0.862135,0.911805576885,0.8742219014,2.648162478285,0.0
b.ONp1041,5000.0,51024.0,20.4096,5000.0,0.0,4274.0,15810.0,3.162,0.8548,3.863934706941388,5.200435546525472E-5,0.10927967117025787,0.17268643902164524,LABELS,0.05105,0.26139326231,0.009098984,0.32154224631,0.81102,0.890960440723,0.8075393281,2.509519768823,0.0
b.ONp1042,5000.0,50940.0,20.376,5000.0,0.0,4177.0,14875.0,2.975,0.8354,3.872977075415083,5.1877378436674635E-5,0.10492815507499571,0.1587396573026703,LABELS,0.0573876,0.278047465485,0.0044756786,0.339910744085,0.794057,0.877596901135,0.7966131364,2.468267037535,0.0
b.ONp1051,5000.0,50226.0,20.0904,5000.0,0.0,4157.0,15313.0,3.0626,0.8314,3.8991885577115424,5.153112773622037E-5,0.11232249041546045,0.17103099489144533,LABELS,0.0338505,0.210917221067,0.0096072404,0.254374961467,0.756249,0.851914727327,0.7535575627,2.361721290027,0.0
b.ONp1052,5000.0,50646.0,20.2584,5000.0,0.0,4241.0,15493.0,3.0986,0.8482,3.870469293858772,5.191698137184462E-5,0.10933611227423065,0.17789367062051387,LABELS,0.0490104,0.289269603813,0.0123859879,0.350665991713,0.748231,0.839861399643,0.7528532427,2.3409456423429997,0.0
b.ONp1061,5000.0,51256.0,20.5024,5000.0,0.0,4225.0,14923.0,2.9846,0.845,3.8426446889377877,5.230018413312083E-5,0.10424583659327148,0.17562982853447154,LABELS,0.0258561,0.196621475234,0.0107532723,0.233230847534,0.698102,0.803331384622,0.6994605509,2.200893935522,0.0
